userid,followerid
2502903684,476
2502909364,143
2502909394,12
2502911064,142
2502913340,127
2502913592,63
2502914017,64
2502915650,350
2502919853,123
2502923162,7
2502926130,23
2502927371,129
2502930392,1007
2502930653,36
2502932442,377
2502932734,931
2502933294,322
2502934610,51
2502935580,104
2502943682,16
2502943922,30
2502945472,172
2502946162,67
2502948892,17
2502949832,777
2502950784,56
2502951294,287
2502951552,251
2502951581,1708
2502953594,114
2502954552,591
2502955270,153
2502955872,35
2502956792,61
2502957240,17
2502960784,490
2502961292,50
2502967742,123
2502970410,41
2502972784,456
2502974982,31
2502976484,769
2502980641,80
2502985382,61
2502985532,423
2502987530,129
2502988502,172
2502989862,18
2502991402,453
2502991524,126
2502994212,154
2502998941,284
2503002652,474
2503004920,176
2503005447,23
2503006452,804
2503009400,84
2503018191,35
2503025170,12
2503026234,288
2503030154,1208
2503030942,22
2503031734,244
2503034700,251
2503035440,104
2503037367,204
2503038084,124
2503041264,98
2503045734,385
2503048671,4
2503052112,122
2503056204,187
2503056380,24
2503056460,209
2503059394,114
2503060941,23
2503063872,229
2503066120,25
2503066912,132
2503068864,4
2503069673,12
2503073171,650
2503074832,28
2503075752,26
2503076984,70
2503079482,44
2503083920,95
2503084312,123
2503088435,526
2503094822,23
2503095484,45
2503096674,614
2503100674,94
2503101385,312
2503101400,263
2503105092,42
2503110377,479
2503112265,129
2503113282,398
2503113721,624
2503114182,132
2503116461,177
2503117425,541
2503117574,1114
2503118924,600
2503119187,495
2503120331,8
2503125171,427
2503127092,21
2503127493,362
2503129437,36
2503130940,351
2503131707,337
2503131957,80
2503134067,7
2503134564,15
2503135672,585
2503141247,159
2503143945,475
2503148300,789
2503151560,46
2503153094,1050
2503158854,289
2503160971,1124
2503161037,640
2503167024,351
2503168190,6
2503172652,799
2503175015,89
2503180127,41
2503180171,34
2503181132,20
2503181727,230
2503183434,42
2503185300,64
2503186207,1
2503186604,604
2503187662,78
2503187830,390
2503191945,42
2503193011,256
2503197992,97
2503199797,18
2503201077,45
2503202880,43
2503210194,33
2503210297,207
2503212142,44
2503215500,434
2503215820,501
2503221055,102
2503221244,187
2503230862,199
2503233495,608
2503237427,123
2503238690,448
2503242393,184
2503242567,71
2503244174,117
2503245194,20
2503245234,97
2503245374,17
2503251084,610
2503254714,35
2503257202,27
2503257965,140
2503260092,64
2503261852,9
2503261990,156
2503262324,24
2503262895,191
2503272264,1058
2503273580,72
2503273750,116
2503275000,165
2503275533,202
2503276922,698
2503278492,104
2503282622,36
2503283747,11
2503292310,45
2503294012,165
2503296557,75
2503303150,156
2503315264,652
2503316200,82
2503317670,81
2503318490,401
2503320787,119
2503321694,189
2503324842,460
2503325382,806
2503326951,47
2503329080,122
2503329332,1046
2503345752,472
2503346140,113
2503346200,558
2503347380,151
2503349300,30
2503351750,158
2503354812,896
2503361553,119
2503362361,10
2503363640,554
2503365964,302
2503365995,181
2503368450,115
2503371853,63
2503373132,457
2503374124,293
2503376934,6
2503380130,53
2503380151,103
2503380420,48
2503380480,49
2503380831,926
2503381431,410
2503381524,679
2503382054,740
2503382911,53
2503383480,76
2503385734,85
2503387512,105
2503390092,43
2503390892,89
2503396477,270
2503401552,68
2503404540,1037
2503409892,858
2503412784,60
2503414640,187
2503415980,87
2503418130,28
2503419273,1728
2503420091,950
2503422932,2
2503427920,158
2503431190,144
2503434493,79
2503439794,80
2503440444,755
2503441821,208
2503442302,35
2503451410,67
2503453451,49
2503456083,119
2503457482,215
2503462055,30
2503465050,116
2503467064,686
2503469327,2
2503469850,83
2503470310,147
2503471987,910
2503472355,169
2503472983,66
2503473304,49
2503473880,278
2503476074,47
2503478215,155
2503480364,158
2503480454,80
2503480892,102
2503489135,41
2503490933,15
2503491790,70
2503492265,172
2503498813,99
2503500327,25
2503506700,102
2503513380,181
2503515913,30
2503516244,66
2503520765,184
2503520814,808
2503523992,76
2503528392,348
2503528500,202
2503531854,166
2503534702,8
2503535262,391
2503536890,11
2503538754,52
2503539557,391
2503547500,174
2503549720,65
2503549912,726
2503554092,72
2503558894,979
2503560303,10
2503560890,122
2503561852,23
2503564502,171
2503564650,125
2503567480,109
2503570454,56
2503573112,179
2503575883,80
2503580077,46
2503582314,489
2503583390,66
2503583472,1048
2503583964,496
2503584952,462
2503587200,384
2503587865,448
2503588042,44
2503588050,114
2503589981,821
2503589982,61
2503593514,42
2503595267,112
2503595342,44
2503596362,166
2503605217,483
2503605640,38
2503607053,28
2503608270,109
2503608340,19
2503610712,9
2503614080,127
2503615694,147
2503617072,347
2503618484,16
2503619083,256
2503619391,4
2503620760,145
2503622612,172
2503623450,48
2503624493,33
2503626107,161
2503626602,49
2503626845,94
2503628165,110
2503628434,42
2503629030,74
2503630092,134
2503632677,95
2503636432,109
2503638252,103
2503638610,72
2503639857,394
2503647720,385
2503648694,78
2503652512,55
2503653185,114
2503655660,39
2503656442,241
2503662834,168
2503663570,216
2503664383,37
2503665121,27
2503665290,1337
2503665651,7
2503665815,228
2503671800,28
2503674523,161
2503675373,714
2503675931,60
2503678080,184
2503683470,1107
2503692124,106
2503692245,42
2503692947,1317
2503694160,95
2503697704,53
2503698832,559
2503700332,91
2503702802,43
2503706070,68
2503707324,260
2503708290,151
2503711534,57
2503716041,241
2503717070,71
2503718010,88
2503718362,320
2503718475,258
2503719523,127
2503719755,29
2503721670,33
2503722825,118
2503725854,103
2503730944,23
2503731217,179
2503735491,164
2503738814,93
2503739834,219
2503742070,73
2503742561,179
2503743230,320
2503744012,654
2503747125,30
2503747972,824
2503749404,122
2503750192,92
2503751580,176
2503756910,96
2503757252,99
2503759152,24
2503760761,10
2503761563,93
2503762072,41
2503763283,521
2503766167,29
2503767182,327
2503767942,116
2503768020,146
2503768161,213
2503768927,1128
2503769820,66
2503770674,285
2503772045,65
2503774534,5
2503778574,147
2503779085,67
2503779132,116
2503779154,139
2503781934,29
2503784342,315
2503785175,24
2503786723,41
2503789574,190
2503791860,22
2503792674,119
2503793365,101
2503795060,109
2503797092,311
2503800525,101
2503801560,50
2503803340,60
2503806417,59
2503810090,29
2503811271,90
2503815403,21
2503819115,16
2503819272,83
2503819321,130
2503819547,195
2503819890,97
2503823792,220
2503825925,192
2503826374,145
2503831170,23
2503833490,751
2503841962,983
2503846183,91
2503846912,45
2503847682,211
2503851520,31
2503852894,25
2503853552,336
2503862154,119
2503862422,114
2503865540,60
2503868812,13
2503869741,495
2503872484,108
2503873401,58
2503874871,89
2503875614,32
2503876297,23
2503883795,15
2503885802,35
2503886211,126
2503887320,558
2503889531,153
2503889664,194
2503891514,1
2503892540,28
2503892845,171
2503895143,36
2503898797,68
2503900537,193
2503901374,235
2503901890,84
2503903980,1064
2503906995,218
2503907305,20
2503908500,48
2503911060,30
2503914134,1371
2503916172,110
2503921877,896
2503922437,280
2503922830,39
2503922934,67
2503924824,120
2503931324,215
2503931750,13
